1575554545.7153766,0,14:02:25.715377,14:02:25
1575554545.7654905,0,14:02:25.765491,14:02:25
1575554545.8156035,16,14:02:25.815603,14:02:25
1575554545.865724,16,14:02:25.865724,14:02:25
1575554545.9158394,0,14:02:25.915839,14:02:25
1575554545.9659677,0,14:02:25.965968,14:02:25
1575554546.0160875,16,14:02:26.016088,14:02:26
1575554546.0662036,16,14:02:26.066204,14:02:26
1575554546.116319,0,14:02:26.116319,14:02:26
1575554546.166433,0,14:02:26.166433,14:02:26
1575554546.2165494,16,14:02:26.216549,14:02:26
1575554546.26667,0,14:02:26.266670,14:02:26
1575554546.3167865,0,14:02:26.316787,14:02:26
1575554546.3669078,16,14:02:26.366908,14:02:26
1575554546.417023,16,14:02:26.417023,14:02:26
1575554546.467136,0,14:02:26.467136,14:02:26
1575554546.5172505,16,14:02:26.517251,14:02:26
1575554546.5673661,16,14:02:26.567366,14:02:26
1575554546.6174805,0,14:02:26.617481,14:02:26
1575554546.6675956,0,14:02:26.667595,14:02:26
1575554546.7177095,0,14:02:26.717710,14:02:26
1575554546.7678251,16,14:02:26.767825,14:02:26
1575554546.817939,0,14:02:26.817939,14:02:26
1575554546.8680544,0,14:02:26.868054,14:02:26
1575554546.9182007,16,14:02:26.918201,14:02:26
1575554546.9683175,16,14:02:26.968318,14:02:26
1575554547.0184338,0,14:02:27.018434,14:02:27
1575554547.068549,0,14:02:27.068549,14:02:27
1575554547.118665,0,14:02:27.118665,14:02:27
1575554547.16879,16,14:02:27.168790,14:02:27
1575554547.21891,0,14:02:27.218910,14:02:27
1575554547.2690244,16,14:02:27.269024,14:02:27
1575554547.3191392,0,14:02:27.319139,14:02:27
1575554547.3692534,0,14:02:27.369253,14:02:27
1575554547.41937,0,14:02:27.419370,14:02:27
1575554547.4694824,16,14:02:27.469482,14:02:27
1575554547.519715,16,14:02:27.519715,14:02:27
1575554547.5698295,0,14:02:27.569829,14:02:27
1575554547.6199427,0,14:02:27.619943,14:02:27
1575554547.670057,0,14:02:27.670057,14:02:27
1575554547.7201734,16,14:02:27.720173,14:02:27
1575554547.7702856,0,14:02:27.770286,14:02:27
1575554547.8203983,0,14:02:27.820398,14:02:27
1575554547.8705802,16,14:02:27.870580,14:02:27
1575554547.9206955,16,14:02:27.920696,14:02:27
1575554547.970808,0,14:02:27.970808,14:02:27
1575554548.0209222,0,14:02:28.020922,14:02:28
1575554548.0710332,16,14:02:28.071033,14:02:28
1575554548.1211731,0,14:02:28.121173,14:02:28
1575554548.171314,0,14:02:28.171314,14:02:28
1575554548.2214308,16,14:02:28.221431,14:02:28
1575554548.2715795,16,14:02:28.271580,14:02:28
1575554548.3216958,0,14:02:28.321696,14:02:28
1575554548.3718355,0,14:02:28.371835,14:02:28
1575554548.421971,0,14:02:28.421971,14:02:28
1575554548.4720852,0,14:02:28.472085,14:02:28
1575554548.522286,0,14:02:28.522286,14:02:28
1575554548.5724154,0,14:02:28.572415,14:02:28
1575554548.6225302,0,14:02:28.622530,14:02:28
1575554548.6726453,0,14:02:28.672645,14:02:28
1575554548.7227588,16,14:02:28.722759,14:02:28
1575554548.7728715,0,14:02:28.772871,14:02:28
1575554548.8229835,0,14:02:28.822984,14:02:28
1575554548.8731005,0,14:02:28.873101,14:02:28
1575554548.923213,16,14:02:28.923213,14:02:28
1575554548.9733338,16,14:02:28.973334,14:02:28
1575554549.0234492,16,14:02:29.023449,14:02:29
1575554549.0735848,16,14:02:29.073585,14:02:29
1575554549.123699,16,14:02:29.123699,14:02:29
1575554549.173827,16,14:02:29.173827,14:02:29
1575554549.2239404,0,14:02:29.223940,14:02:29
1575554549.2740526,0,14:02:29.274053,14:02:29
1575554549.3241675,0,14:02:29.324167,14:02:29
1575554549.3742824,0,14:02:29.374282,14:02:29
1575554549.4243965,0,14:02:29.424397,14:02:29
1575554549.4745133,0,14:02:29.474513,14:02:29
1575554549.5246305,0,14:02:29.524631,14:02:29
1575554549.5747445,0,14:02:29.574744,14:02:29
1575554549.6249495,16,14:02:29.624949,14:02:29
1575554549.6750634,0,14:02:29.675063,14:02:29
1575554549.7251759,0,14:02:29.725176,14:02:29
1575554549.7752874,0,14:02:29.775287,14:02:29
1575554549.8253994,16,14:02:29.825399,14:02:29
1575554549.8755276,0,14:02:29.875527,14:02:29
1575554549.9256425,16,14:02:29.925642,14:02:29
1575554549.975758,16,14:02:29.975758,14:02:29
1575554550.0258727,0,14:02:30.025873,14:02:30
1575554550.0759876,16,14:02:30.075988,14:02:30
1575554550.126102,16,14:02:30.126102,14:02:30
1575554550.176236,0,14:02:30.176236,14:02:30
1575554550.226352,0,14:02:30.226352,14:02:30
1575554550.276486,16,14:02:30.276486,14:02:30
1575554550.3266025,0,14:02:30.326602,14:02:30
1575554550.3767164,0,14:02:30.376716,14:02:30
1575554550.4268322,0,14:02:30.426832,14:02:30
1575554550.4769485,0,14:02:30.476948,14:02:30
1575554550.5270634,0,14:02:30.527063,14:02:30
1575554550.577176,0,14:02:30.577176,14:02:30
1575554550.6272902,0,14:02:30.627290,14:02:30
1575554550.6774035,0,14:02:30.677403,14:02:30
1575554550.7275205,0,14:02:30.727520,14:02:30
1575554550.7776322,16,14:02:30.777632,14:02:30
1575554550.8277464,0,14:02:30.827746,14:02:30
1575554550.8778613,16,14:02:30.877861,14:02:30
1575554550.9279785,0,14:02:30.927979,14:02:30
1575554550.978132,0,14:02:30.978132,14:02:30
1575554551.0282454,0,14:02:31.028245,14:02:31
1575554551.0783598,0,14:02:31.078360,14:02:31
1575554551.1284747,0,14:02:31.128475,14:02:31
1575554551.1785884,0,14:02:31.178588,14:02:31
1575554551.2287035,0,14:02:31.228703,14:02:31
1575554551.2788367,0,14:02:31.278837,14:02:31
1575554551.3289547,0,14:02:31.328955,14:02:31
1575554551.3790686,16,14:02:31.379069,14:02:31
1575554551.429183,0,14:02:31.429183,14:02:31
1575554551.4792967,0,14:02:31.479297,14:02:31
1575554551.5294108,0,14:02:31.529411,14:02:31
1575554551.5795224,0,14:02:31.579522,14:02:31
1575554551.629637,0,14:02:31.629637,14:02:31
1575554551.6797495,16,14:02:31.679749,14:02:31
1575554551.729983,0,14:02:31.729983,14:02:31
1575554551.7801347,0,14:02:31.780135,14:02:31
1575554551.8302686,16,14:02:31.830269,14:02:31
1575554551.8804035,16,14:02:31.880404,14:02:31
1575554551.9305587,0,14:02:31.930559,14:02:31
1575554551.9806752,16,14:02:31.980675,14:02:31
1575554552.0307894,0,14:02:32.030789,14:02:32
1575554552.0809038,0,14:02:32.080904,14:02:32
1575554552.1310167,16,14:02:32.131017,14:02:32
1575554552.1811304,16,14:02:32.181130,14:02:32
1575554552.2312734,0,14:02:32.231273,14:02:32
1575554552.2814546,0,14:02:32.281455,14:02:32
1575554552.3316195,16,14:02:32.331620,14:02:32
1575554552.381751,16,14:02:32.381751,14:02:32
1575554552.4318874,0,14:02:32.431887,14:02:32
1575554552.4820402,0,14:02:32.482040,14:02:32
1575554552.5321813,0,14:02:32.532181,14:02:32
1575554552.582335,0,14:02:32.582335,14:02:32
1575554552.6324975,0,14:02:32.632498,14:02:32
1575554552.6826215,0,14:02:32.682621,14:02:32
1575554552.732791,16,14:02:32.732791,14:02:32
1575554552.7829356,0,14:02:32.782936,14:02:32
1575554552.8330786,0,14:02:32.833079,14:02:32
1575554552.8832364,16,14:02:32.883236,14:02:32
1575554552.933375,0,14:02:32.933375,14:02:32
1575554552.9835274,0,14:02:32.983527,14:02:32
1575554553.0337033,0,14:02:33.033703,14:02:33
1575554553.0838866,0,14:02:33.083887,14:02:33
1575554553.134029,0,14:02:33.134029,14:02:33
1575554553.1841564,0,14:02:33.184156,14:02:33
1575554553.2342932,0,14:02:33.234293,14:02:33
1575554553.284414,0,14:02:33.284414,14:02:33
1575554553.334538,0,14:02:33.334538,14:02:33
1575554553.384715,0,14:02:33.384715,14:02:33
1575554553.4348485,0,14:02:33.434849,14:02:33
1575554553.484991,0,14:02:33.484991,14:02:33
1575554553.5351243,0,14:02:33.535124,14:02:33
1575554553.5852554,0,14:02:33.585255,14:02:33
1575554553.6353807,0,14:02:33.635381,14:02:33
1575554553.6856318,16,14:02:33.685632,14:02:33
1575554553.7357574,16,14:02:33.735757,14:02:33
1575554553.785878,0,14:02:33.785878,14:02:33
1575554553.8359964,32,14:02:33.835996,14:02:33
1575554553.886129,48,14:02:33.886129,14:02:33
1575554553.9362562,16,14:02:33.936256,14:02:33
1575554553.9863927,0,14:02:33.986393,14:02:33
1575554554.0366206,16,14:02:34.036621,14:02:34
1575554554.0867448,0,14:02:34.086745,14:02:34
1575554554.1369154,16,14:02:34.136915,14:02:34
1575554554.1870337,0,14:02:34.187034,14:02:34
1575554554.2371724,0,14:02:34.237173,14:02:34
1575554554.2872982,0,14:02:34.287298,14:02:34
1575554554.337465,0,14:02:34.337465,14:02:34
1575554554.3875835,16,14:02:34.387583,14:02:34
1575554554.4377482,0,14:02:34.437748,14:02:34
1575554554.4878712,0,14:02:34.487871,14:02:34
1575554554.5380375,16,14:02:34.538038,14:02:34
1575554554.588156,64,14:02:34.588156,14:02:34
1575554554.6383238,16,14:02:34.638324,14:02:34
1575554554.6884482,16,14:02:34.688448,14:02:34
1575554554.7386231,16,14:02:34.738623,14:02:34
1575554554.7887454,16,14:02:34.788745,14:02:34
1575554554.8389153,16,14:02:34.838915,14:02:34
1575554554.889036,16,14:02:34.889036,14:02:34
1575554554.9392016,16,14:02:34.939202,14:02:34
1575554554.989339,0,14:02:34.989339,14:02:34
1575554555.0395086,32,14:02:35.039509,14:02:35
1575554555.0896268,16,14:02:35.089627,14:02:35
1575554555.1397955,16,14:02:35.139796,14:02:35
1575554555.1899502,0,14:02:35.189950,14:02:35
1575554555.2401135,16,14:02:35.240113,14:02:35
1575554555.2902658,16,14:02:35.290266,14:02:35
1575554555.3404465,16,14:02:35.340446,14:02:35
1575554555.390569,16,14:02:35.390569,14:02:35
1575554555.4406874,0,14:02:35.440687,14:02:35
1575554555.4908082,16,14:02:35.490808,14:02:35
1575554555.5409706,32,14:02:35.540971,14:02:35
1575554555.5910895,48,14:02:35.591089,14:02:35
1575554555.6412613,32,14:02:35.641261,14:02:35
1575554555.6913922,16,14:02:35.691392,14:02:35
1575554555.741611,0,14:02:35.741611,14:02:35
1575554555.7917507,16,14:02:35.791751,14:02:35
1575554555.8418715,16,14:02:35.841872,14:02:35
1575554555.8919947,0,14:02:35.891995,14:02:35
1575554555.9421148,0,14:02:35.942115,14:02:35
1575554555.9922473,16,14:02:35.992248,14:02:35
1575554556.0423598,0,14:02:36.042360,14:02:36
1575554556.0924785,16,14:02:36.092479,14:02:36
1575554556.1425948,0,14:02:36.142595,14:02:36
1575554556.192715,0,14:02:36.192715,14:02:36
1575554556.2428286,0,14:02:36.242829,14:02:36
1575554556.292941,0,14:02:36.292941,14:02:36
1575554556.3430765,0,14:02:36.343076,14:02:36
1575554556.3931975,16,14:02:36.393198,14:02:36
1575554556.4433346,0,14:02:36.443335,14:02:36
1575554556.4934564,32,14:02:36.493456,14:02:36
1575554556.5435874,16,14:02:36.543587,14:02:36
1575554556.5937295,16,14:02:36.593729,14:02:36
1575554556.6438534,16,14:02:36.643853,14:02:36
1575554556.6939893,16,14:02:36.693989,14:02:36
1575554556.744103,16,14:02:36.744103,14:02:36
1575554556.7942152,0,14:02:36.794215,14:02:36
1575554556.8443274,0,14:02:36.844327,14:02:36
1575554556.8944411,0,14:02:36.894441,14:02:36
1575554556.944555,0,14:02:36.944555,14:02:36
1575554556.9946685,16,14:02:36.994668,14:02:36
1575554557.0447814,16,14:02:37.044781,14:02:37
1575554557.0949018,0,14:02:37.094902,14:02:37
1575554557.1450195,16,14:02:37.145020,14:02:37
1575554557.195134,16,14:02:37.195134,14:02:37
1575554557.2452493,16,14:02:37.245249,14:02:37
1575554557.2953613,16,14:02:37.295361,14:02:37
1575554557.3454795,16,14:02:37.345479,14:02:37
1575554557.3955936,16,14:02:37.395594,14:02:37
1575554557.4457085,16,14:02:37.445709,14:02:37
1575554557.4958234,16,14:02:37.495823,14:02:37
1575554557.5459359,16,14:02:37.545936,14:02:37
1575554557.5960493,0,14:02:37.596049,14:02:37
1575554557.6461651,0,14:02:37.646165,14:02:37
1575554557.6962814,0,14:02:37.696281,14:02:37
1575554557.7463968,0,14:02:37.746397,14:02:37
1575554557.7965126,0,14:02:37.796513,14:02:37
1575554557.8466244,0,14:02:37.846624,14:02:37
1575554557.8967435,16,14:02:37.896744,14:02:37
1575554557.946865,16,14:02:37.946865,14:02:37
1575554557.9969811,16,14:02:37.996981,14:02:37
1575554558.0470958,16,14:02:38.047096,14:02:38
1575554558.09721,0,14:02:38.097210,14:02:38
1575554558.1473234,16,14:02:38.147323,14:02:38
1575554558.1974552,16,14:02:38.197455,14:02:38
1575554558.2475874,0,14:02:38.247587,14:02:38
1575554558.2977045,0,14:02:38.297704,14:02:38
1575554558.3478262,0,14:02:38.347826,14:02:38
1575554558.3979425,0,14:02:38.397943,14:02:38
1575554558.448055,0,14:02:38.448055,14:02:38
1575554558.4981694,0,14:02:38.498169,14:02:38
1575554558.548283,0,14:02:38.548283,14:02:38
1575554558.5983982,16,14:02:38.598398,14:02:38
1575554558.6485162,0,14:02:38.648516,14:02:38
1575554558.6986322,0,14:02:38.698632,14:02:38
1575554558.7487464,16,14:02:38.748746,14:02:38
1575554558.7988627,16,14:02:38.798863,14:02:38
1575554558.8489757,16,14:02:38.848976,14:02:38
1575554558.8990905,16,14:02:38.899091,14:02:38
