ts,value,time_ms,time_s
1575300829.297771,32.0,15:33:49.297771,15:33:49
1575300829.3514931,32.0,15:33:49.351493,15:33:49
1575300842.2429285,32.0,15:34:02.242929,15:34:02
1575300842.2930534,32.0,15:34:02.293053,15:34:02
1575300842.343267,32.0,15:34:02.343267,15:34:02
1575300846.8054,32.0,15:34:06.805400,15:34:06
1575300846.855526,32.0,15:34:06.855526,15:34:06
1575300846.9056535,32.0,15:34:06.905653,15:34:06
1575300895.0742242,32.0,15:34:55.074224,15:34:55
1575300895.1254325,32.0,15:34:55.125432,15:34:55
1575300942.825749,32.0,15:35:42.825749,15:35:42
1575300942.8758745,32.0,15:35:42.875875,15:35:42
1575300942.9260032,32.0,15:35:42.926003,15:35:42
1575300942.9761298,32.0,15:35:42.976130,15:35:42
1575300943.3773222,32.0,15:35:43.377322,15:35:43
1575300943.4274485,48.0,15:35:43.427449,15:35:43
1575300943.477576,48.0,15:35:43.477576,15:35:43
1575300943.527774,48.0,15:35:43.527774,15:35:43
1575300943.577914,32.0,15:35:43.577914,15:35:43
1575300947.1379092,32.0,15:35:47.137909,15:35:47
1575300947.2354205,32.0,15:35:47.235420,15:35:47
1575300953.2212512,32.0,15:35:53.221251,15:35:53
1575300961.6459005,32.0,15:36:01.645900,15:36:01
1575300961.6960378,32.0,15:36:01.696038,15:36:01
1575300961.746172,32.0,15:36:01.746172,15:36:01
1575300961.7963073,32.0,15:36:01.796307,15:36:01
1575300961.8464394,32.0,15:36:01.846439,15:36:01
1575300962.9996238,32.0,15:36:02.999624,15:36:02
1575300963.0497544,32.0,15:36:03.049754,15:36:03
1575300963.4509025,32.0,15:36:03.450902,15:36:03
1575300963.5010324,32.0,15:36:03.501032,15:36:03
1575300963.5511644,32.0,15:36:03.551164,15:36:03
1575300964.8548074,32.0,15:36:04.854807,15:36:04
1575300964.9049337,32.0,15:36:04.904934,15:36:04
1575300965.8575525,32.0,15:36:05.857553,15:36:05
1575300965.907678,32.0,15:36:05.907678,15:36:05
1575300965.957807,32.0,15:36:05.957807,15:36:05
1575300996.59757,32.0,15:36:36.597570,15:36:36
1575300996.6624196,32.0,15:36:36.662420,15:36:36
1575300996.7125547,32.0,15:36:36.712555,15:36:36
1575300997.113591,32.0,15:36:37.113591,15:36:37
1575300997.1637242,32.0,15:36:37.163724,15:36:37
1575300997.2138615,32.0,15:36:37.213861,15:36:37
1575300997.2640011,32.0,15:36:37.264001,15:36:37
1575300997.3141446,32.0,15:36:37.314145,15:36:37
1575300997.3642793,32.0,15:36:37.364279,15:36:37
1575300997.4157605,32.0,15:36:37.415761,15:36:37
1575300997.4658954,32.0,15:36:37.465895,15:36:37
1575300997.5160384,32.0,15:36:37.516038,15:36:37
1575300997.5662606,32.0,15:36:37.566261,15:36:37
1575300997.766791,32.0,15:36:37.766791,15:36:37
1575300997.9171894,32.0,15:36:37.917189,15:36:37
1575300998.0675545,32.0,15:36:38.067554,15:36:38
1575300998.1176836,32.0,15:36:38.117684,15:36:38
1575300998.1678188,48.0,15:36:38.167819,15:36:38
1575300998.21795,48.0,15:36:38.217950,15:36:38
1575300998.2680829,48.0,15:36:38.268083,15:36:38
1575300998.31821,32.0,15:36:38.318210,15:36:38
1575300998.3683393,32.0,15:36:38.368339,15:36:38
1575300999.2207818,32.0,15:36:39.220782,15:36:39
1575300999.2722814,32.0,15:36:39.272281,15:36:39
1575300999.3235786,32.0,15:36:39.323579,15:36:39
1575300999.3736324,32.0,15:36:39.373632,15:36:39
1575301000.5265398,32.0,15:36:40.526540,15:36:40
1575301000.5766635,32.0,15:36:40.576663,15:36:40
1575301000.6267946,32.0,15:36:40.626795,15:36:40
1575301000.6769302,32.0,15:36:40.676930,15:36:40
1575301001.2785525,48.0,15:36:41.278553,15:36:41
1575301001.3286777,48.0,15:36:41.328678,15:36:41
1575301001.378807,32.0,15:36:41.378807,15:36:41
1575301001.428933,32.0,15:36:41.428933,15:36:41
1575301001.4790561,32.0,15:36:41.479056,15:36:41
1575301001.5291831,32.0,15:36:41.529183,15:36:41
1575301001.579311,32.0,15:36:41.579311,15:36:41
1575301001.6294394,32.0,15:36:41.629439,15:36:41
1575301001.6795714,32.0,15:36:41.679571,15:36:41
1575301001.9803607,32.0,15:36:41.980361,15:36:41
1575301002.1307473,32.0,15:36:42.130747,15:36:42
1575301002.1808784,48.0,15:36:42.180878,15:36:42
1575301002.23101,32.0,15:36:42.231010,15:36:42
1575301002.2811403,32.0,15:36:42.281140,15:36:42
1575301002.4816828,48.0,15:36:42.481683,15:36:42
1575301002.5318096,48.0,15:36:42.531810,15:36:42
1575301002.5821798,48.0,15:36:42.582180,15:36:42
1575301002.6323187,96.0,15:36:42.632319,15:36:42
1575301002.6824539,48.0,15:36:42.682454,15:36:42
1575301002.7325912,32.0,15:36:42.732591,15:36:42
1575301002.7827225,32.0,15:36:42.782722,15:36:42
1575301002.8328555,32.0,15:36:42.832855,15:36:42
1575301003.0333695,32.0,15:36:43.033370,15:36:43
1575301003.0835092,32.0,15:36:43.083509,15:36:43
1575301003.1336427,32.0,15:36:43.133643,15:36:43
1575301003.1837757,32.0,15:36:43.183776,15:36:43
1575301003.2339106,64.0,15:36:43.233911,15:36:43
1575301003.2840495,128.0,15:36:43.284050,15:36:43
1575301003.334185,96.0,15:36:43.334185,15:36:43
1575301003.3843205,96.0,15:36:43.384320,15:36:43
1575301003.4344542,96.0,15:36:43.434454,15:36:43
1575301003.484587,96.0,15:36:43.484587,15:36:43
1575301003.5347233,96.0,15:36:43.534723,15:36:43
1575301003.5848587,112.0,15:36:43.584859,15:36:43
1575301003.6350017,112.0,15:36:43.635002,15:36:43
1575301003.685127,112.0,15:36:43.685127,15:36:43
1575301003.7354894,80.0,15:36:43.735489,15:36:43
1575301003.7856405,48.0,15:36:43.785640,15:36:43
1575301003.835788,48.0,15:36:43.835788,15:36:43
1575301003.8859205,32.0,15:36:43.885921,15:36:43
1575301004.0864894,32.0,15:36:44.086489,15:36:44
1575301004.1366348,64.0,15:36:44.136635,15:36:44
1575301004.186767,64.0,15:36:44.186767,15:36:44
1575301004.2368975,64.0,15:36:44.236897,15:36:44
1575301004.2870278,32.0,15:36:44.287028,15:36:44
1575301004.3371608,32.0,15:36:44.337161,15:36:44
1575301004.6380205,32.0,15:36:44.638021,15:36:44
1575301004.68826,32.0,15:36:44.688260,15:36:44
1575301004.7946436,40.0,15:36:44.794644,15:36:44
1575301004.9308515,48.0,15:36:44.930851,15:36:44
1575301005.1134984,80.0,15:36:45.113498,15:36:45
1575301005.1987715,48.0,15:36:45.198771,15:36:45
1575301005.337807,32.0,15:36:45.337807,15:36:45
1575301005.5194914,48.0,15:36:45.519491,15:36:45
1575301005.6100442,48.0,15:36:45.610044,15:36:45
1575301005.7385988,48.0,15:36:45.738599,15:36:45
1575301005.8288546,48.0,15:36:45.828855,15:36:45
1575301005.9853554,24.0,15:36:45.985355,15:36:45
1575301006.4102886,64.0,15:36:46.410289,15:36:46
1575301006.4604206,64.0,15:36:46.460421,15:36:46
1575301006.6198952,32.0,15:36:46.619895,15:36:46
1575301006.835648,32.0,15:36:46.835648,15:36:46
1575301006.941056,32.0,15:36:46.941056,15:36:46
1575301007.1615598,32.0,15:36:47.161560,15:36:47
1575301007.5423002,32.0,15:36:47.542300,15:36:47
1575301007.6953855,112.0,15:36:47.695385,15:36:47
1575301007.9372175,32.0,15:36:47.937217,15:36:47
1575301008.093532,24.0,15:36:48.093532,15:36:48
1575301008.1436632,24.0,15:36:48.143663,15:36:48
1575301008.193799,24.0,15:36:48.193799,15:36:48
1575301008.2439306,32.0,15:36:48.243931,15:36:48
1575301008.2940655,32.0,15:36:48.294065,15:36:48
1575301008.3441966,32.0,15:36:48.344197,15:36:48
1575301008.3943336,32.0,15:36:48.394334,15:36:48
1575301008.444465,32.0,15:36:48.444465,15:36:48
1575301008.4945936,32.0,15:36:48.494594,15:36:48
1575301008.5447233,32.0,15:36:48.544723,15:36:48
1575301008.594851,80.0,15:36:48.594851,15:36:48
1575301008.644982,80.0,15:36:48.644982,15:36:48
1575301008.6951106,80.0,15:36:48.695111,15:36:48
1575301008.7452528,64.0,15:36:48.745253,15:36:48
1575301008.79538,32.0,15:36:48.795380,15:36:48
1575301009.4472075,32.0,15:36:49.447207,15:36:49
1575301009.4973438,32.0,15:36:49.497344,15:36:49
1575301009.5474813,32.0,15:36:49.547481,15:36:49
1575301010.3504052,48.0,15:36:50.350405,15:36:50
1575301010.400534,64.0,15:36:50.400534,15:36:50
1575301010.450658,64.0,15:36:50.450658,15:36:50
1575301010.5007825,64.0,15:36:50.500782,15:36:50
1575301010.5509074,48.0,15:36:50.550907,15:36:50
1575301010.6010528,32.0,15:36:50.601053,15:36:50
1575301010.8517725,32.0,15:36:50.851773,15:36:50
1575301010.9018993,32.0,15:36:50.901899,15:36:50
1575301082.828969,32.0,15:38:02.828969,15:38:02
1575301082.8790946,32.0,15:38:02.879095,15:38:02
1575301082.9292204,32.0,15:38:02.929220,15:38:02
1575301082.9793465,32.0,15:38:02.979347,15:38:02
1575301084.2829595,64.0,15:38:04.282959,15:38:04
1575301084.3330948,64.0,15:38:04.333095,15:38:04
1575301084.383223,64.0,15:38:04.383223,15:38:04
1575301084.4333522,32.0,15:38:04.433352,15:38:04
1575301089.64845,48.0,15:38:09.648450,15:38:09
1575301089.6986988,48.0,15:38:09.698699,15:38:09
1575301089.7488234,48.0,15:38:09.748823,15:38:09
1575301089.798958,48.0,15:38:09.798958,15:38:09
1575301089.8491032,32.0,15:38:09.849103,15:38:09
1575301090.7012546,48.0,15:38:10.701255,15:38:10
1575301090.7513866,48.0,15:38:10.751387,15:38:10
1575301090.8015134,48.0,15:38:10.801513,15:38:10
1575301091.403057,32.0,15:38:11.403057,15:38:11
1575301091.453193,32.0,15:38:11.453193,15:38:11
1575301091.904365,48.0,15:38:11.904365,15:38:11
1575301091.9544954,48.0,15:38:11.954495,15:38:11
1575301092.0046234,48.0,15:38:12.004623,15:38:12
1575301092.0547495,32.0,15:38:12.054749,15:38:12
1575301092.9570506,32.0,15:38:12.957051,15:38:12
1575301093.0071814,32.0,15:38:13.007181,15:38:13
1575301093.057323,32.0,15:38:13.057323,15:38:13
1575301150.7749784,32.0,15:39:10.774978,15:39:10
1575301150.825108,32.0,15:39:10.825108,15:39:10
1575301150.8752375,32.0,15:39:10.875237,15:39:10
1575301181.7143393,32.0,15:39:41.714339,15:39:41
1575301181.864758,32.0,15:39:41.864758,15:39:41
1575301182.2658575,32.0,15:39:42.265857,15:39:42
1575301182.3159902,32.0,15:39:42.315990,15:39:42
1575301182.3661265,32.0,15:39:42.366127,15:39:42
1575301182.416258,32.0,15:39:42.416258,15:39:42
1575301183.2685301,32.0,15:39:43.268530,15:39:43
1575301183.3187132,32.0,15:39:43.318713,15:39:43
1575301183.3689973,32.0,15:39:43.368997,15:39:43
1575301183.4191241,32.0,15:39:43.419124,15:39:43
1575301183.4692574,32.0,15:39:43.469257,15:39:43
1575301183.5193868,32.0,15:39:43.519387,15:39:43
1575301183.5695212,32.0,15:39:43.569521,15:39:43
1575301183.6196508,32.0,15:39:43.619651,15:39:43
1575301183.6697855,32.0,15:39:43.669785,15:39:43
1575301183.7199173,32.0,15:39:43.719917,15:39:43
1575301183.7700536,32.0,15:39:43.770054,15:39:43
1575301247.672748,32.0,15:40:47.672748,15:40:47
1575301247.781002,32.0,15:40:47.781002,15:40:47
1575301315.7685778,32.0,15:41:55.768578,15:41:55
1575301315.8187034,32.0,15:41:55.818703,15:41:55
1575301315.8688278,32.0,15:41:55.868828,15:41:55
1575301391.2890182,32.0,15:43:11.289018,15:43:11
1575301391.3391538,32.0,15:43:11.339154,15:43:11
1575301391.3892837,32.0,15:43:11.389284,15:43:11
1575301397.8072677,32.0,15:43:17.807268,15:43:17
1575301398.1581106,32.0,15:43:18.158111,15:43:18
1575301398.2082407,32.0,15:43:18.208241,15:43:18
1575301398.2583663,32.0,15:43:18.258366,15:43:18
1575301398.9101026,32.0,15:43:18.910103,15:43:18
1575301398.9602268,32.0,15:43:18.960227,15:43:18
1575301399.0103548,32.0,15:43:19.010355,15:43:19
1575301399.3110886,32.0,15:43:19.311089,15:43:19
1575301399.3612185,48.0,15:43:19.361218,15:43:19
1575301399.4113529,48.0,15:43:19.411353,15:43:19
1575301399.461485,32.0,15:43:19.461485,15:43:19
1575301446.5958648,32.0,15:44:06.595865,15:44:06
1575301446.6459885,32.0,15:44:06.645988,15:44:06
1575301446.696111,32.0,15:44:06.696111,15:44:06
1575301446.7462347,32.0,15:44:06.746235,15:44:06
1575301446.796362,32.0,15:44:06.796362,15:44:06
1575301447.1474519,32.0,15:44:07.147452,15:44:07
1575301447.1975715,32.0,15:44:07.197572,15:44:07
1575301447.2476952,32.0,15:44:07.247695,15:44:07
1575301510.5496485,32.0,15:45:10.549649,15:45:10
1575301510.5997946,32.0,15:45:10.599795,15:45:10
1575301510.6502323,32.0,15:45:10.650232,15:45:10
1575301684.741216,32.0,15:48:04.741216,15:48:04
1575301684.7913525,32.0,15:48:04.791353,15:48:04
1575301684.8414798,32.0,15:48:04.841480,15:48:04
1575301975.7455044,32.0,15:52:55.745504,15:52:55
1575301975.7957225,32.0,15:52:55.795722,15:52:55
1575301975.8458862,32.0,15:52:55.845886,15:52:55
1575301975.8960118,32.0,15:52:55.896012,15:52:55
1575302058.1463132,32.0,15:54:18.146313,15:54:18
1575302058.204508,32.0,15:54:18.204508,15:54:18
1575302058.2547636,32.0,15:54:18.254764,15:54:18
1575302058.304897,32.0,15:54:18.304897,15:54:18
1575302058.35503,32.0,15:54:18.355030,15:54:18
1575302058.8062894,32.0,15:54:18.806289,15:54:18
1575302058.887452,96.0,15:54:18.887452,15:54:18
1575302058.93758,96.0,15:54:18.937580,15:54:18
1575302058.9877062,96.0,15:54:18.987706,15:54:18
1575302059.0378404,64.0,15:54:19.037840,15:54:19
1575302059.0879712,32.0,15:54:19.087971,15:54:19
1575302059.1381006,32.0,15:54:19.138101,15:54:19
1575302060.7928774,32.0,15:54:20.792877,15:54:20
1575302060.8430033,32.0,15:54:20.843003,15:54:20
1575302060.8931408,32.0,15:54:20.893141,15:54:20
1575302060.9432669,32.0,15:54:20.943267,15:54:20
1575302278.7370574,64.0,15:57:58.737057,15:57:58
1575302278.7893198,64.0,15:57:58.789320,15:57:58
1575302278.8394608,64.0,15:57:58.839461,15:57:58
1575302278.8896015,32.0,15:57:58.889601,15:57:58
1575302279.491657,48.0,15:57:59.491657,15:57:59
1575302279.5418105,48.0,15:57:59.541811,15:57:59
1575302279.5921412,48.0,15:57:59.592141,15:57:59
1575302280.2945724,32.0,15:58:00.294572,15:58:00
1575302280.3447034,32.0,15:58:00.344703,15:58:00
1575302280.7959952,32.0,15:58:00.795995,15:58:00
1575302300.150819,32.0,15:58:20.150819,15:58:20
1575302300.2009494,48.0,15:58:20.200949,15:58:20
1575302300.2512074,48.0,15:58:20.251207,15:58:20
1575302300.3013358,48.0,15:58:20.301336,15:58:20
1575302300.351463,32.0,15:58:20.351463,15:58:20
1575302300.4015908,32.0,15:58:20.401591,15:58:20
1575302300.4517696,32.0,15:58:20.451770,15:58:20
1575302300.5018964,32.0,15:58:20.501896,15:58:20
1575302300.5520349,32.0,15:58:20.552035,15:58:20
1575302300.602175,32.0,15:58:20.602175,15:58:20
1575302300.652302,32.0,15:58:20.652302,15:58:20
1575302300.70243,32.0,15:58:20.702430,15:58:20
1575302300.752556,32.0,15:58:20.752556,15:58:20
1575302300.8026822,32.0,15:58:20.802682,15:58:20
1575302300.8528078,32.0,15:58:20.852808,15:58:20
1575302300.9029336,32.0,15:58:20.902934,15:58:20
1575302300.9530616,32.0,15:58:20.953062,15:58:20
1575302301.0031893,48.0,15:58:21.003189,15:58:21
1575302301.0533154,48.0,15:58:21.053315,15:58:21
1575302301.1034427,48.0,15:58:21.103443,15:58:21
1575302301.1535695,32.0,15:58:21.153569,15:58:21
1575302301.203693,32.0,15:58:21.203693,15:58:21
1575302301.2538145,32.0,15:58:21.253814,15:58:21
1575302301.3039436,32.0,15:58:21.303944,15:58:21
1575302301.389612,32.0,15:58:21.389612,15:58:21
1575302301.4398186,32.0,15:58:21.439819,15:58:21
1575302301.494399,32.0,15:58:21.494399,15:58:21
1575302365.3862028,32.0,15:59:25.386203,15:59:25
1575302365.436326,48.0,15:59:25.436326,15:59:25
1575302365.4864516,48.0,15:59:25.486452,15:59:25
1575302365.536575,48.0,15:59:25.536575,15:59:25
1575302365.5866988,32.0,15:59:25.586699,15:59:25
1575302369.3490665,32.0,15:59:29.349066,15:59:29
1575302369.3993394,32.0,15:59:29.399339,15:59:29
1575302369.4494407,32.0,15:59:29.449441,15:59:29
1575302451.3074107,32.0,16:00:51.307411,16:00:51
1575302451.3575382,32.0,16:00:51.357538,16:00:51
1575302451.4077961,32.0,16:00:51.407796,16:00:51
1575302451.4579275,32.0,16:00:51.457927,16:00:51
1575302451.5080502,32.0,16:00:51.508050,16:00:51
1575302451.55818,32.0,16:00:51.558180,16:00:51
1575302451.708548,32.0,16:00:51.708548,16:00:51
1575302451.7586775,32.0,16:00:51.758677,16:00:51
1575302451.8088045,32.0,16:00:51.808805,16:00:51
1575302451.8589368,32.0,16:00:51.858937,16:00:51
1575302452.1597571,32.0,16:00:52.159757,16:00:52
1575302452.2098947,32.0,16:00:52.209895,16:00:52
1575302452.2600338,32.0,16:00:52.260034,16:00:52
1575302452.317996,32.0,16:00:52.317996,16:00:52
1575302454.273351,32.0,16:00:54.273351,16:00:54
1575302454.3234804,32.0,16:00:54.323480,16:00:54
1575302454.373616,32.0,16:00:54.373616,16:00:54
1575302455.175916,32.0,16:00:55.175916,16:00:55
1575302455.2260404,32.0,16:00:55.226040,16:00:55
1575302455.2761836,32.0,16:00:55.276184,16:00:55
1575302455.3263555,32.0,16:00:55.326355,16:00:55
1575302456.3796759,32.0,16:00:56.379676,16:00:56
1575302456.7808814,32.0,16:00:56.780881,16:00:56
1575302456.8310485,32.0,16:00:56.831048,16:00:56
1575302456.8811715,32.0,16:00:56.881171,16:00:56
1575302457.633182,32.0,16:00:57.633182,16:00:57
1575302457.7334735,32.0,16:00:57.733474,16:00:57
1575302457.7836006,32.0,16:00:57.783601,16:00:57
1575302457.8337278,32.0,16:00:57.833728,16:00:57
1575302461.0927944,32.0,16:01:01.092794,16:01:01
1575302461.1429837,32.0,16:01:01.142984,16:01:01
1575302461.1931682,32.0,16:01:01.193168,16:01:01
1575302461.2432964,32.0,16:01:01.243296,16:01:01
1575302461.6968975,32.0,16:01:01.696898,16:01:01
1575302461.747025,32.0,16:01:01.747025,16:01:01
1575302461.797151,32.0,16:01:01.797151,16:01:01
1575302461.8472905,32.0,16:01:01.847291,16:01:01
1575302461.8974178,32.0,16:01:01.897418,16:01:01
1575302462.3486633,32.0,16:01:02.348663,16:01:02
1575302462.3987956,48.0,16:01:02.398796,16:01:02
1575302462.4489274,48.0,16:01:02.448927,16:01:02
1575302462.4990587,32.0,16:01:02.499059,16:01:02
1575302462.5491884,32.0,16:01:02.549188,16:01:02
1575302462.8499713,32.0,16:01:02.849971,16:01:02
1575302462.9001045,32.0,16:01:02.900105,16:01:02
1575302462.9502373,32.0,16:01:02.950237,16:01:02
1575302463.0003748,32.0,16:01:03.000375,16:01:03
1575302463.0505106,32.0,16:01:03.050511,16:01:03
1575302463.1006465,32.0,16:01:03.100646,16:01:03
1575302463.1507814,32.0,16:01:03.150781,16:01:03
1575302463.251058,32.0,16:01:03.251058,16:01:03
1575302463.702268,32.0,16:01:03.702268,16:01:03
1575302464.103327,48.0,16:01:04.103327,16:01:04
1575302464.1534612,48.0,16:01:04.153461,16:01:04
1575302464.2035859,48.0,16:01:04.203586,16:01:04
1575302464.2537227,48.0,16:01:04.253723,16:01:04
1575302464.303848,48.0,16:01:04.303848,16:01:04
1575302464.3539796,48.0,16:01:04.353980,16:01:04
1575302464.4041092,48.0,16:01:04.404109,16:01:04
1575302464.4542375,64.0,16:01:04.454237,16:01:04
1575302464.5043685,64.0,16:01:04.504369,16:01:04
1575302464.5545034,64.0,16:01:04.554503,16:01:04
1575302464.6046321,64.0,16:01:04.604632,16:01:04
1575302464.6547642,32.0,16:01:04.654764,16:01:04
1575302464.8552911,32.0,16:01:04.855291,16:01:04
1575302464.9054205,32.0,16:01:04.905421,16:01:04
1575302464.9555454,32.0,16:01:04.955545,16:01:04
1575302465.0056727,32.0,16:01:05.005673,16:01:05
1575302465.0558753,32.0,16:01:05.055875,16:01:05
1575302465.106001,32.0,16:01:05.106001,16:01:05
1575302465.1561425,32.0,16:01:05.156142,16:01:05
1575302465.2062838,32.0,16:01:05.206284,16:01:05
1575302465.2564092,32.0,16:01:05.256409,16:01:05
1575302465.3065488,32.0,16:01:05.306549,16:01:05
1575302465.3566859,32.0,16:01:05.356686,16:01:05
1575302465.406824,32.0,16:01:05.406824,16:01:05
1575302465.8079329,32.0,16:01:05.807933,16:01:05
1575302465.858074,32.0,16:01:05.858074,16:01:05
1575302465.9583442,32.0,16:01:05.958344,16:01:05
1575302466.008477,32.0,16:01:06.008477,16:01:06
1575302466.108893,32.0,16:01:06.108893,16:01:06
1575302466.1590333,32.0,16:01:06.159033,16:01:06
1575302466.2091696,32.0,16:01:06.209170,16:01:06
1575302466.259332,32.0,16:01:06.259332,16:01:06
1575302466.309532,32.0,16:01:06.309532,16:01:06
1575302466.3596568,32.0,16:01:06.359657,16:01:06
1575302466.7607,32.0,16:01:06.760700,16:01:06
1575302466.8108258,32.0,16:01:06.810826,16:01:06
1575302466.8609545,32.0,16:01:06.860955,16:01:06
1575302466.9110794,32.0,16:01:06.911079,16:01:06
1575302466.9612038,32.0,16:01:06.961204,16:01:06
1575302474.4824386,32.0,16:01:14.482439,16:01:14
1575302474.5325663,32.0,16:01:14.532566,16:01:14
1575302476.738599,32.0,16:01:16.738599,16:01:16
1575302476.788726,32.0,16:01:16.788726,16:01:16
1575302477.590916,32.0,16:01:17.590916,16:01:17
1575302477.6410415,32.0,16:01:17.641042,16:01:17
1575302477.69117,32.0,16:01:17.691170,16:01:17
1575302554.576622,48.0,16:02:34.576622,16:02:34
1575302554.6267893,48.0,16:02:34.626789,16:02:34
1575302555.2791376,32.0,16:02:35.279138,16:02:35
1575302555.329916,32.0,16:02:35.329916,16:02:35
1575302555.3800983,32.0,16:02:35.380098,16:02:35
